,0
13479,01991H0141-19961217
13480,32013D0139
13481,31985R3768
13482,32006D0429
13483,22020D1162
13484,31995Y0705(03)
13485,32007A1221(01)
13486,32014D0901
13487,32019R2165
13488,32021R1771
13489,32023D0191
13490,02006L0066-20180704
13491,32018R0565
13492,31977R1805
13493,32003G0724(01)
13494,32023R1482
13495,32018D0416
13496,31997D0080
13497,32022R0188
13498,32004R0415
13499,31985D0123
13500,32013L0002
13501,31978R1701
13502,32014D0872
13503,32006R1896R(01)
13504,32017D0124
13505,32019R2144R(03)
13506,32020D0768
13507,42002D0234R(01)
13508,32009D0966
13509,32023D0862
13510,01997D0210-20000119
13511,32019R0552
13512,32008D0590
13513,32011R1002
13514,31968D0128
13515,32004R0688
13516,32014D0488
13517,32014L0017R(03)
13518,32010D0222
13519,31999Y0929(01)
13520,32014R0151
13521,32014R0887
13522,01990L0269-20190726
13523,02022D0505-20220330
13524,31966D0556
13525,31976D0601
13526,02017R1165-20170803
13527,02011R0142-20220417
13528,31994D0627
13529,32003R0415
13530,31976D0569
13531,01998D0004(01)-20010705
13532,32011D0754
13533,32018D0818
13534,31996D0323
13535,32020R0856
13536,32005R0558
13537,32021R2081
13538,32019R0934R(02)
13539,32021R1833
13540,02010R0913-20140101
13541,02008R1359-20100101
13542,31997R1196
13543,31992D0573
13544,02007R1359-20110301
13545,31992R2761
13546,32011H0217
13547,32005D0463
13548,32020R2115
13549,32022R1091
13550,31994R3161
13551,32010D0666
13552,32022D1187
13553,32022D0349
13554,32021R0577
13555,32001R0747
13556,32021D0483
13557,32022D1376
13558,02019R0491-20190327
13559,32001X0228
13560,31985D0568
13561,32006R0491
13562,32016R0277
13563,32002Q1122(01)
13564,32020R2235R(01)
13565,31992D0552
13566,32013R1308R(02)
13567,22005D0040
13568,32003R1267
13569,32011D0166
13570,32008R1033
13571,01998L0024-20190726
13572,32017R1113
13573,31995R1964
13574,32019R0254
13575,32022R1372
13576,22015D0915
13577,32019L1831
13578,22018D1054
13579,32013R1000
13580,32019R0907R(01)
13581,31978A0133
13582,32014R0633
13583,32007R1430
13584,32019R0110
13585,32023R0730
13586,32021R1119
13587,32019R0430
13588,22019D1218
13589,32013D0506
13590,31999R0516
13591,32011R0207
13592,22015A1030(01)
13593,32010L0065
13594,32017R0625
13595,31984R0219
13596,22005A0617(01)
13597,22020D2052
13598,32011R0355
13599,32013D0701
13600,31993D0591
13601,32006L0066R(01)
13602,32022R1036
13603,32002S1469
13604,31998R0594
13605,32000D0141
13606,32015R2283
13607,22005D0135
13608,32013R0518
13609,31980Y0627(02)
13610,32020R0740
13611,32004R2133
13612,31977R2595
13613,32005R1160
13614,32022R2119
13615,32008R1126R(02)
13616,31998R2743
13617,32019L0944R(02)
13618,32020R0625
13619,31980R3183
13620,32014R0481
13621,32021R0859
13622,32011R1177
13623,32019D0021
13624,32020D2228
13625,32022R0590
13626,32014R1078
13627,32014R1155
13628,32015R0140
13629,32020D1658
13630,32021D1824
13631,32004H0913
13632,32006D0355
13633,32022D2376
13634,32018R0692
13635,32017R2278
13636,22022D2416
13637,31966L0402R(04)
13638,31990D0266
13639,32019R2020R(02)
13640,31999D0450
13641,32016D0374
13642,22004D0805
13643,32022R0042
13644,32003R1631
13645,32014R0085
13646,32014O0046
13647,01973R0706-19860424
13648,02008R1008-20201218
13649,31992L0006R(01)
13650,32020D1088
13651,32022R0581
13652,32023D1628
13653,32005D0866
13654,22009D0403
13655,31995D0486
13656,32023R0735
13657,41977D0707
13658,02003R1358-20130701
13659,32015D1914
13660,32012R1024
13661,32022R0562
13662,32014R0702
13663,02021R1755-20230301
13664,32020D2053
13665,32017R2177
13666,02014R0468-20140514
13667,32012R0748
13668,32023D0898
13669,32023R1090
13670,32019R1822
13671,22011X1124(01)
13672,31999R1230
13673,32008R1276R(04)
13674,01996D0004-20070315
13675,32020R1821
13676,31980D1280
13677,32015R0751
13678,32002D0871
13679,32020R1216
13680,32022D0251
13681,32014R0134
13682,32007R1099
13683,32004L0066
13684,32013R1019
13685,32009D0762
13686,22002D0066
13687,22022D2551
13688,32007R1231
13689,02007D0076-20110304
13690,31974D0292
13691,32000Y0516(01)
13692,32013D0233
13693,32013L0039
13694,32016R0580
13695,32015R0152
13696,32006R0561R(07)
13697,32010L0023
13698,32011D0520
13699,31971D0364
13700,32021D2147
13701,32021R0177
13702,32018R0345
13703,32009R0391
13704,32023D0245
13705,32022D0307
13706,31989Y0606(01)
13707,32019R1213R(01)
13708,32020D0950
13709,32017L0738
13710,31958R0001
13711,32015D1957
13712,32008D0070
13713,32000D0148
13714,31968D0359
13715,32014D0294
13716,31972D0480
13717,32023R0152
13718,02001R2163-20080101
13719,32021D1781
13720,21998A0220(02)
13721,32020R1056
13722,32011L0100
13723,32002R2335
13724,32022D2451
13725,32021R0810
13726,32002R0031
13727,31985R3703R(01)
13728,32021R1398
13729,32018R0774
13730,32014D0678
13731,32021D1743
13732,32009R0469
13733,32011D0112
13734,32020D0528
13735,32019R2033R(05)
13736,32014R0596R(04)
13737,21993A0729(03)R(01)
13738,32020R1769R(01)
13739,01968R0260-20021003
13740,32006R1667
13741,32022D0722
13742,32018R1011
13743,31999D0834
13744,32006R0561R(03)
13745,22009A0206(01)
13746,31983S3715R(01)
13747,32008R0717
13748,32019R0833
13749,32014Q0714(03)
13750,31977R0231
13751,22008D0093
13752,31988Y1027(03)
13753,32012R1186
13754,22005D0250
13755,32013L0035
13756,21975D1231(13)
13757,32019R0011
13758,32014L0045
13759,32010R0037
13760,02017R0127-20171101
13761,31986D0181
13762,32023D0616
13763,31995Y1219(02)
13764,31982D0296
13765,32015R1407
13766,32006D0357
13767,32019L0884
13768,32012R0907
13769,31988D0355
13770,01991L0322-20180821
13771,32018D1996
13772,32014L0104
13773,32001D0095
13774,32019R2017R(01)
13775,32022R0684
13776,32018R1019
13777,31992R0508
13778,02012R1020-20131203
13779,02004L0107-20150918
13780,22000D0615(12)
13781,32021D1877
13782,32021D1852
13783,32017D1565
13784,31993R3432
13785,31969D0202
13786,31992L0062R(02)
13787,32005D0838
13788,31994D0692
13789,32019R1783
13790,02012R0044-20120429
13791,31983D0320
13792,32011R1233
13793,32015D1294
13794,31974L0557
13795,32023R0065
13796,31988R1811
13797,32019D0527
13798,32018R1473
13799,32021D2293
13800,02008R0765-20210716
13801,32023R1215
13802,32022D0426
13803,32003D0725
13804,32007X0222(01)
13805,32001D0595
13806,22017A1229(01)
13807,02021R1420-20211223
13808,32020R0712
13809,32009H0531
13810,31978L1020
13811,32017D2427
13812,02021R0096-20230129
13813,32021D1055
13814,32007R1146
13815,32014R0218
13816,32008R0715
13817,21997A0627(01)
13818,32001R2558
13819,32019R0531
13820,31977H0714
13821,31995R1710
13822,32017R1000
13823,32017R2295
13824,32006R1827
13825,31987R4129
13826,32015D1181
13827,32013R0365
13828,32005R1177
13829,31983R0056
13830,32009D0005
13831,31987D0600
13832,32018R0268
13833,32022D1350
13834,02011L0095-20111220
13835,32009L0015
13836,32000Y0804(02)
13837,32002D0088
13838,32010D0180
13839,32017R1016
13840,32022R2534
13841,31986R1174
13842,32021R0037
13843,32021R0843
13844,32020D1305
13845,32017R1018
13846,32021R0768
13847,32006D0189
13848,32006R1741
13849,32021D2273
13850,31973R1544
13851,32009R0230
13852,32002R0118
13853,32020R1059
13854,32003G0218(02)
13855,32013R0209
13856,32006D0899
13857,32007D0471
13858,32009D0568
13859,32014R0537
13860,22022D0374
13861,02023D0628(01)-20230629
13862,32016D2315
13863,32021R1466
13864,32008R0858
13865,31991D0544
13866,01972L0221-19860101
13867,31972D0238
13868,22006D0561
13869,32023D0600
13870,31989R0119
13871,32014D0573
13872,32010L0078
13873,31985D0204
13874,32017R1260
13875,31971D0257
13876,32021R0234
13877,32015R0340R(10)
13878,32023R0840
13879,32012R0322
13880,32021D0563
13881,32017D1507
13882,31994Y1206(01)
13883,32022R0123
13884,22012D0295
13885,32013D0196
13886,31972Y1223(02)
13887,31997R1490
13888,32001R1936
13889,02018R1013-20181115
13890,32023R1066
13891,32021R0255
13892,32014R0791
13893,32021R0888
13894,32021D0886
13895,32022D2506
13896,32015D1180
13897,32021D0958
13898,32019R1700R(01)
13899,21974D1231(06)
13900,31972R2760
13901,32023R0137
13902,32016D2295
13903,31988R1858
13904,32016D0551
13905,32020R1431
13906,02013R0231-20220801
13907,31969D0496
13908,32023D1501
13909,32019L0713
13910,22005A1229(01)
13911,32001D0380
13912,32008R0338
13913,32012R1239
13914,41998X1212(01)
13915,32001R0306
13916,32023D0193
13917,32014L0065R(13)
13918,32023D1476
13919,32008D0394
13920,31985R1688
13921,01997R0515-20210101
13922,22016A1027(01)
13923,32006L0043
13924,32013D0125
13925,02001L0114-20131118
13926,31989R0020
13927,02014R1252-20141125
13928,32009D0546
13929,32008R1275
13930,02015D2429-20220101
13931,32000R2245
13932,32022R2059
13933,32014R0510R(01)
13934,32011R1332R(02)
13935,32019R0644
13936,31999R0936
13937,32014L0008
13938,31989R3172
13939,32014D0729
13940,32007D0053
13941,32006R1115
13942,32020R2254
13943,31986D0103
13944,32023R0149
13945,32005D0616
13946,32016R1953
13947,31993R1001
13948,32018R1865
13949,32020R0764
13950,32012R1043
13951,32017R0040
13952,32023R1222
13953,32005L0029
13954,32022D2053
13955,02014R0795-20210525
13956,31995R2009
13957,32022R0732
13958,32000Y1114(01)
13959,31997D0367
13960,32021R0254
13961,32022R0299
13962,32016R1719
13963,32006D0191
13964,32023R1223
13965,01994L0080-20130701
13966,32020L0363
13967,32004R1972
13968,22011D0763
13969,02020R0740-20200605
13970,32019R1910
13971,32023D0098
13972,32019D1192
13973,32014D0301
13974,32012R0649
13975,31990D0456
13976,32019R1150
13977,32011H0701(01)
13978,32013L0054
13979,32020R1145
13980,32014D0001(01)
13981,31994Y0820(01)
13982,32014L0023R(06)
13983,32018D0495
13984,31994L0022
13985,32005D0652
13986,32009R1288
13987,32011R0253
13988,31988D0384R(01)
13989,31993L0086
13990,22006D0654
13991,32020D0136
13992,02008R0665-20151029
13993,31991R3860
13994,31994D0447
13995,32006D0401R(01)
13996,32021R0847
13997,32000R2516
13998,32019R0408
13999,31992D0500
14000,31991D0106R(01)
14001,32021R0620
14002,02012R0498-20210128
14003,32018R0848R(06)
14004,32021R1328
14005,32017R1798
14006,31988Y0309(02)
14007,31993L0083
14008,32000Y0718(01)
14009,32011R0812
14010,31966G0616
14011,32011R1174
14012,31996D0318
14013,32020R0105
14014,32006D0615
14015,32010R0086
14016,22016A1028(01)
14017,32006H0040
14018,32013R0829
14019,32013R0155
14020,32017D1849
14021,22022D1641
14022,32021R1247
14023,32012R0300
14024,32021R2061
14025,32018R0848R(05)
14026,32011R0147
14027,02005D0037-20230409
14028,32009L0102
14029,32013R1075R(01)
14030,32014L0031R(02)
14031,31972D0335
14032,32021L1980
14033,32015D1128
14034,32016D2113
14035,32023R0222
14036,31985D0535
14037,32022R2039
14038,31985R2137
14039,32009R1097
14040,32008R0216
14041,31991R3833
14042,32020D0547
14043,02009L0133-20130701
14044,32021R1310
14045,31995R1469
14046,32019R1824
14047,32015R0827
14048,32018R0848R(17)
14049,31973L0131
14050,01994D0795-19941219
14051,32004R1849R(01)
14052,32012D0512
14053,02017L1371-20170728
14054,32013D0370
14055,32022R0952
14056,32010D0399R(01)
14057,32020R0592
14058,32007L0061
14059,31974R1392
14060,22001A0718(01)R(02)
14061,32016D0003
14062,32020L0262R(02)
14063,32021R0694
14064,32002D0271
14065,32020D1730
14066,31985R1899
14067,32017D0132
14068,22013A1018(01)
14069,32013R1087
14070,32020R2002
14071,32013R1305R(01)
14072,31968L0193
14073,32019R1323
14074,32008R0555R(01)
14075,32019D0275
14076,31990R3044
14077,32013R1074R(01)
14078,32014D0408
14079,32023R0267
14080,32023R1341
14081,32015R2365
14082,32006H0222
14083,32008R0718
14084,32013L0029
14085,32013H0396
14086,31972R2351
14087,01980D1261-19811221
14088,32006L0112R(08)
14089,32021D0586
14090,31991D0152
14091,32019R0237
14092,31993L0109
14093,32013R0575R(05)
14094,31954D0001
14095,22014D0799
14096,32013R1190
14097,32021R0556
14098,32021R1156
14099,32022D0762
14100,22004A1223(03)
14101,32023R1220
14102,22017A0504(01)
14103,31965D0572
14104,02002R0471-20130604
14105,32003R0531
14106,32020R2220
14107,31997D0194
14108,32023R0939
14109,32014R0469
14110,32013R1031
14111,32013R0402
14112,22016A0819(01)
14113,21994D1231(21)
14114,01999H0829-19991207
14115,32003R0430
14116,32001L0029R(01)
14117,32021D1221
14118,32009R0551
14119,32017D0727
14120,32012R1216
14121,01996A0907(01)-20090301
14122,32009D0851
14123,02012D0362-20130522
14124,02007R1375-20170307
14125,31987D0201
14126,32014L0090R(02)
14127,32009D0402
14128,32011R0505
14129,31997R0226
14130,31998D0317
14131,32015L2193
14132,32021R1756
14133,32017R0244
14134,32014D0930(01)
14135,31996Y0110(02)
14136,32017R1799
14137,31994R0779
14138,31966L0683
14139,32005B0550
14140,32001D0852
14141,32005R1881
14142,32010D0005
14143,32022D0600
14144,31991L0671
14145,32013R0604
14146,32022R0064
14147,32020R2015
14148,32021R2071
14149,32021R0732
14150,32005R0396
14151,31976R0110
14152,32007R0715
14153,32009D0083
14154,32021D1125
14155,32018L1027
14156,32012R0459
14157,32019R0515
14158,32008D1003(01)
14159,32004L0075
14160,31998R0595
14161,32019R0934R(04)
14162,32020R2105
14163,22007D0069
14164,32011R1108
14165,42014X1107(01)
14166,22023D0812
14167,32003R2148
14168,32016R1240
14169,32010D0660
14170,31995R2916
14171,32013R0772
14172,32020L1151
14173,32013D0471
14174,22005A1118(01)
14175,02013R0402-20150803
14176,32001R1400
14177,32014R1357
14178,32002D1919
14179,22019D1380
14180,22021D0233
14181,32005D0012(01)
14182,31997R0515R(06)
14183,32013R1374
14184,31998D0294R(01)
14185,32014D0291
14186,32015Q1224(01)
14187,32019D0276
14188,32022R2448
14189,32021D2326
14190,02017R1004-20210714
14191,32007D0845
14192,32008R0082
14193,32006D0322
14194,02002L0054-20220901
14195,32003L0010
14196,31994R0607
14197,31985D0529
14198,32016R0679R(01)
14199,32020R0003
14200,32023R0513
14201,32003D0138
14202,32006R1627
14203,32019D1903
14204,32013R1306R(03)
14205,32019R1786
14206,32007A0424(04)
14207,32021R0095
14208,32022R1216
14209,32014L0084
14210,22003D0181
14211,32019R1271
14212,31975D0767
14213,32006R0785
14214,32019R0090
14215,32014R1011
14216,32020R1768
14217,32011R0216
14218,31964D0502
14219,31992L0106R(01)
14220,32017R0989
14221,32022R1629
14222,32016D0971
14223,21979A0630(01)
14224,02003L0035-20161231
14225,32023D0234
14226,32017D0783
14227,42010D0349
14228,32017D1418
14229,32020R1682
14230,31993D0704
14231,32014R0068
14232,32023D0837
14233,32013R0167
14234,02020R0124-20230609
14235,21997D0123(07)
14236,31981R0348R(01)
14237,32018L1972R(05)
14238,32016D1230
14239,31982R1531
14240,32008L0027
14241,32005D0600
14242,22019D0167
14243,32021R0574
14244,31975Y0709(01)
14245,22000A0120(01)
14246,32015R1163
14247,31989D0251
14248,32005R1555
14249,32020D0210(01)
14250,32019R1867
14251,32021D1790
14252,31990L0630
14253,32022L2380
14254,32019R0723R(01)
14255,32021R0522
14256,32018D0826
14257,31974Y0709(01)
14258,32014R0909
14259,32008R1031
14260,32021R0155
14261,31995R2963R(01)
14262,22019D1806
14263,32007R0876
14264,31996D0547
14265,32014D0312(02)
14266,32009L0005
14267,32011D0117
14268,32019R1189
14269,32009R0428
14270,32021R1921
14271,31998R0299
14272,01987A0813(01)-20221020
14273,32020R1226
14274,32021R2143
14275,32004D0012
14276,31988Y1228(01)
14277,32020D0951
14278,32013R1024
14279,31998R0272
14280,32013D0783
14281,02007R0520-20221222
14282,32020D1745
14283,31992L0083
14284,22015D0844
14285,32015R2447R(03)
14286,32003D0644
14287,32008R0889R(03)
14288,22022D1102
14289,32015D1207(01)
14290,32012D0486
14291,32014R0917
14292,32004R0267
14293,32003L0071
14294,32020D1747
14295,32018R0502
14296,32013R0698
14297,32022R2116
14298,32020D0142
14299,01968L0193-20200216
14300,31994D0166
14301,32019D1118
14302,32006R1839
14303,32014R1356
14304,32020R0493
14305,02011R0691-20220220
14306,22014D0159
14307,31987R3846R(01)
14308,32013D0010
14309,32003R1500
14310,32023D0864
14311,32013D0747
14312,32014R0137
14313,32011R1023
14314,32022R0439
14315,31982D0047
14316,32006Q0025
14317,32003D0355
14318,31977A0626
14319,31995R1439
14320,31998Y0731(02)
14321,01985R3717-19860516
14322,32011D0244
14323,31995R1484R(03)
14324,32007L0034
14325,31964D0566R(01)
14326,31978H0358
14327,02019R2019-20210501
14328,32006D0769
14329,31978D0122
14330,32008A0509(01)
14331,32014R1143
14332,32019R1797
14333,32018D0219
14334,32009R1160
14335,32018D0768
14336,32003R1185
14337,32019R0150
14338,32022R1479
14339,31993R2593
14340,32015D2188
14341,32004A0207(01)
14342,32018R1293
14343,22022D2392
14344,32021R1936
14345,32005R2175
14346,32018R0709
14347,32003R1338
14348,32023D0727(01)
14349,32003R1830
14350,32010L0075
14351,32014D0377
14352,31975A0669
14353,32004D0580
14354,42013A0806(01)
14355,32019R1239
14356,32015D1504
14357,32011L0093R(01)
14358,31996A0015
14359,32020R2034
14360,32012R0055
14361,32023R1405
14362,32005R1570
14363,32013L0015
14364,32010R1152
14365,32001L0110
14366,31992L0085
14367,32020R1627
14368,02013R1072-20150101
14369,31993L0073
14370,32004R0533
14371,32017R0991
14372,31991D0404
14373,32021D0150
14374,32022R0965
14375,32019R0646
14376,32023O0818
14377,32007D0211
14378,32023R0960
14379,32022D1018
14380,32010D0793
14381,32021R1058
14382,41991D0588
14383,21997A0226(02)
14384,22006D0038
14385,32002R2375
14386,02009D0908-20211213
14387,32019R2144
14388,31999D0672
14389,32011R0704
14390,01995R1802-20000802
14391,32004D0823
14392,32019R2014R(02)
14393,32003R1768
14394,32014R0301
14395,32015D0709
14396,32018D0037
14397,32007D0190
14398,32015L2302
14399,31999D0835
14400,32001R2597
14401,02001L0111-20131118
14402,32013R0883
14403,41998D0451
14404,31986Y0429(01)
14405,31996D0322
14406,32014R1128
14407,32016R0582
14408,22014D0110
14409,02009L0048-20221205
14410,32004L0029
14411,32009R0674
14412,32000D0044
14413,32023R0907
14414,32019R0291
14415,32004R0869
14416,22018D0029
14417,31974D0517
14418,31978D0512
14419,02020R2015-20230101
14420,32018R0520
14421,32000R1335
14422,31987R1307
14423,31990Y0713(01)
14424,32021D0720
14425,32020D0036
14426,32007H0508(03)
14427,32014R1318
14428,22016D0088
14429,32016R1823
14430,22019A0121(06)
14431,32022R0528
14432,31997R1087
14433,32022R2289
14434,02014R0251-20211207
14435,32021R0821
14436,02013A1024(01)-20211019
14437,32002D0737
14438,32019L1161
14439,32015D1795
14440,32014R1048
14441,32022R0943
14442,32023R1103
14443,32019D1211
14444,32016D2047
14445,31973D0053
14446,32009D0781
14447,32008R0181
14448,31964D0301
14449,32020D0528(01)
14450,32007R1518
14451,32021R2306R(03)
14452,32018R0626
14453,22005D0394
14454,32006R2038R(02)
14455,22015A0804(01)
14456,32008D0457
14457,32014D0862
14458,31985D0071
14459,32017D2210
14460,32009A0610(01)
14461,32022R0201
14462,02008R0324-20160420
14463,32003D0607
14464,22005D0312
14465,32013R0057
14466,31999R2626
14467,32008R0232
14468,31985D0525
14469,32012D0061
14470,31995Y0705(01)
14471,32022R0854
14472,32023R1000
14473,32015R1176
14474,31982S2030
14475,31998L0059R(03)
14476,02000A0621(01)-20150219
14477,32014R0866
14478,02004D0706-20080625
14479,02008R0215-20140530
14480,01995R0297-20230401
14481,31998D1015(02)
14482,32023R0333
14483,32000S0659
14484,32020D1735
14485,32021D2242
14486,31971D0275
14487,32019R1170
14488,32011R1225
14489,32015R1154
14490,31977D0149
14491,32021L1979
14492,31998D0268
14493,32019D0087
14494,02009L0052-20090720
14495,32019R2013R(01)
14496,32014R0139R(09)
14497,32022L0362
14498,21999A0203(01)
14499,32022R2475
14500,32013L0029R(05)
14501,31999H0829R(01)
14502,32022R2457
14503,22002D0046
14504,32010L0088
14505,32009D0017
14506,02004A1204(01)-20170101
14507,32015D1002(01)
14508,32016R1053
14509,32016R2067
14510,22014A0328(01)
14511,31966H0464
14512,31958D1127(01)
14513,02003L0008-20030131
14514,31974H0184
14515,32008R0107
14516,31989R2069
14517,32021R0017
14518,32006L0118R(02)
14519,01998R0448-20031120
14520,02012A0426(01)-20230313
14521,32008D0595
14522,32007D0781
14523,32020R0598
14524,32010D0417
14525,32003O0012
14526,32021R0567
14527,32007R1303
14528,31996Y1108(01)
14529,32021R0655
14530,32019R1012
14531,02018R1860-20210803
14532,32006L0117
14533,32023D1430
14534,31996R0874
14535,32018R0213
14536,32012R0967
14537,02009D0379-20100428
14538,02002R2368-20220825
14539,31974Y0608(04)
14540,31981D0359
14541,32010R0721
14542,32019R0280
14543,32019R2033R(06)
14544,02000R0738-20221009
14545,32023R1020
14546,32022R2567
14547,02012R0547-20170109
14548,32023D1093
14549,32014R0452R(02)
14550,32003D0374
14551,31976H0333
14552,32014L0065
14553,32021D0764R(01)
14554,32020R0621
14555,31999R1639
14556,32015D0432
14557,32012D0444
14558,01974R2988-20040501
14559,32015L0863
14560,22022D1140
14561,32020D0676
14562,31995Y1003(01)
14563,32004R0231
14564,32019R0988
14565,32009D0550
14566,32019R1784R(02)
14567,32021R2064
14568,32011R0271
14569,31990H0143
14570,32022D2435
14571,41991X1205
14572,32004R0796
14573,32022D0243
14574,01983D0247-19971209
14575,32013L0022
14576,32014D0170
14577,22005A1130(02)
14578,31974D0518
14579,32006R1013R(02)
14580,32019R1935
14581,32019R0094
14582,32006R1459
14583,32012D1093
14584,32017D0917
14585,32013H0461
14586,02011R1189-20171117
14587,31995D0376
14588,32020L2088
14589,02002R1017-20130604
14590,32014D0367
14591,01977D0144-19961126
14592,32005R0647
14593,32005D0597
14594,02018L1972-20181217
14595,32012L0012
14596,32017R1925
14597,32018L0739
14598,32022D0390
14599,22007D0063
14600,32021R0997
14601,32011X1221(01)
14602,01974L0557-20130701
14603,31980D0391
14604,32015R2446
14605,32007D0485
14606,32018R0705
14607,32014D0476
14608,32021D0929
14609,32013D0208
14610,32021R2291
14611,31976R0503
14612,32005R2173
14613,32019R1692
14614,31992D0569
14615,32020D1793
14616,32021R2203
14617,22004A0930(03)
14618,32000R2554
14619,32023R1429
14620,32010D0368
14621,32013D0363
14622,32013L0036R(02)
14623,32008D0075
14624,31997R0515R(01)
14625,31991R1799
14626,32006L0007
14627,32008L0050R(04)
14628,32015R0373
14629,32004L0035
14630,32021R2281
14631,32019R0947R(06)
14632,31980D0156
14633,32007D0397
14634,32023D1112
14635,32017D0810
14636,32008D0268
14637,32019R1927
14638,02004R0805-20221026
14639,32013R0904
14640,01982D0729-19831201
14641,32008R0458
14642,22006D0111
14643,32008D0084
14644,32016R0871
14645,32014R1303
14646,31980L0181R(03)
14647,32019R0596
14648,31975D0781R(01)
14649,32023D1534
14650,32018D1651
14651,32004D0511
14652,32019R0907R(02)
14653,32019R1098
14654,32002D0038
14655,32012R0965R(13)
14656,22014A0806(01)
14657,31996Y0509(02)
14658,32008R1005
14659,32019R0942R(01)
14660,31996S2277
14661,32020R1149
14662,31996Y0404(01)
14663,32015R2406
14664,31999R0063
14665,31978R2711
14666,02006F0960-20061230
14667,32019R1272
14668,32012R0686
14669,32022R0682
14670,31963D0023R(01)
14671,31987R4134
14672,32022R0209
14673,02008L0050-20150918
14674,32023R0674
14675,32014R0578
14676,32023D1054
14677,32021R1935
14678,32010L0063R(06)
14679,02006D1672-20100408
14680,31982R2099
14681,32005D0014(01)
14682,31985D0564
14683,32018R2000
14684,32019R2035R(03)
14685,32003L0008
14686,31971R1408R(03)
14687,31975R2364
14688,32009R0302
14689,22009A0520(01)
14690,32021R0082
14691,32002A0424(01)
14692,32019R0334
14693,32014D0051
14694,32007E0807
14695,31994D0223
14696,22022D0904
14697,22006A1229(04)
14698,31993R2159
14699,32013R1074
14700,32014R0922
14701,32003D0442
14702,31982R1862
14703,32001D0781R(02)
14704,32016R0177
14705,32019R0033R(02)
14706,31993R0697
14707,21987D0820(04)
14708,32023L0171
14709,22022D0165
14710,32016R0009
14711,31963D0019
14712,02004L0037-20220405
14713,31992R2760
14714,31993R3606
14715,31998D0292
14716,32011D0665
14717,31974R2380
14718,02020R2151-20201218
14719,32017R0390R(01)
14720,32010R0172
14721,22022D2223
14722,32014D0895R(01)
14723,22014D0202
14724,32019D0407
14725,02004R0870-20040507
14726,31993D0327
14727,31994R0738
14728,32003R1210
14729,32019R1896R(03)
14730,32023D0240
14731,21998A1104(02)
14732,32022R1008
14733,32005R0293
14734,32021R2325
14735,32017D0265
14736,31999L0063R(01)
14737,31976R2615
14738,32008R0055
14739,32021R0668
14740,01993D0016-19931101
14741,32021R1691
14742,32019L1023
14743,32019D1575
14744,32023R1327
14745,32019R2023R(02)
14746,32013R1001R(01)
14747,31994D0662
14748,22009A0630(04)
14749,32020R1029
14750,31993Y0710(01)
14751,32011D0517
14752,32016R0919
14753,32020D1073
14754,32015R2343
14755,32022R0914
14756,32015D0219
14757,32009R0164
14758,22003A0722(01)
14759,22022D0369
14760,32020R0672R(03)
14761,32009L0081
14762,02004L0009-20190726
14763,32003R0693
14764,32004D0621
14765,31973R2188
14766,32012D0770
14767,32003D0147
14768,32022R0080
14769,32014D0844
14770,32007L0046
14771,31973A0329
14772,32001R1112
14773,31999L0037
14774,32019R0494
14775,32007R1182
14776,32017D0848
14777,32002R1149
14778,02013D1313-20210101
14779,32000L0031R(01)
14780,31975H0066
14781,32013R1233
14782,32017R0363
14783,32022R2105R(01)
14784,22021A0430(03)
14785,22014D0109
14786,32004B0707
14787,32020R1812
14788,01982R2099-19830101
14789,32017D0869
14790,32012R0923R(08)
14791,32002R0217
14792,32007R0294
14793,32014R0661
14794,32021R0541
14795,32022D1320
14796,31979L1067
14797,32009F0905
14798,32015D2228
14799,32021D1272
14800,32010R0744
14801,32003G0204(01)
14802,32022D0121
14803,32009R1201
14804,21994A0803(01)
14805,32015R2047
14806,32021D0172
14807,32013R1303R(11)
14808,32021D0753
14809,32016R0127
14810,31970L0050
14811,42019D1199
14812,32018D1522
14813,32007R1359R(01)
14814,31968D0375
14815,32005R0503
14816,32021R0770
14817,22022A0624(01)
14818,32015D1111
14819,32013D0336
14820,31994R3382
14821,32014L0065R(12)
14822,32008L0032
14823,31996R2194
14824,32008R0228
14825,31995R2252
14826,32021R0776
14827,32022R0510
14828,32014R1329R(04)
14829,31995A0217
14830,32008D0398
14831,32021D0625
14832,21999D0922(02)
14833,22021D1216
14834,02008R1005-20220915
14835,31990Y0116(01)
14836,32021D1208
14837,32022R0664
14838,32014D0315
14839,32002R2176
14840,31999D0673
14841,02008R0737-20130527
14842,02001D0852-20130701
14843,32017D0122
14844,32017D0976
14845,32017D2171
14846,31988R3939
14847,32020R1693
14848,32020R0910
14849,31999S2235
14850,32003R2182
14851,32010R0589
14852,31994R3078
14853,32018R0841
14854,02011D1080-20120425
14855,32016R1211
14856,32018R0581
14857,32022R2113
14858,02017R2197-20171201
14859,31971Y0119(01)
14860,22014A0918(01)
14861,31992R0338
14862,31995R1238
14863,32021D0259
14864,32014R0968
14865,32019R1781
14866,31990D0475
14867,31994D0814
14868,32015D0635
14869,32009D1010
14870,31992R3956
14871,32022D0675
14872,32017D1332
14873,31981R0139
14874,32016R2030
14875,32016R2282
14876,01972R2351-19730707
14877,32020D0721R(01)
14878,32007L0060
14879,32002L0068
14880,01985L0374-19990604
14881,32020R1817
14882,32015L0121
14883,32008R1126R(03)
14884,32018R1049
14885,31981R2780
14886,31996G1212
14887,21977A0118(06)
14888,32006D0374
14889,32011H0136
14890,32021D1815
14891,32004D0585
